id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,shape_ir2,shape_ir3,shape_reg,tot_baths,tot_sq_ft,sale_cod,sale_cwd,sale_con,sale_conld,sale_conli,sale_conlw,sale_new,sale_oth,sale_wd_,log_sqft,sqft_qual,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker
2218,909281020,190,RL,79.0,6221,Pave,Lvl,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,Ex,Y,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,144,0,MnPrv,unkwn,0,10,2007,WD ,140000,0,0,0,2.0,2611.0,0,0,0,0,0,0,0,0,1,7.8674885686991285,13055.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,903453080,80,RM,120.0,13200,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,375.0,Unf,0.0,366.0,741.0,GasA,Fa,Y,SBrkr,1497,797,0,2294,0.0,0.0,3,0,5,1,TA,9,Typ,1,Gd,Attchd,1950,Unf,2.0,658.0,TA,TA,Y,0,110,0,0,0,0,unkwn,unkwn,0,4,2007,WD ,202500,0,0,1,3.0,3693.0,0,0,0,0,0,0,0,0,1,8.214194414852564,22158.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,528180140,120,RL,65.0,8769,Pave,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,1950,Fin,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,unkwn,unkwn,0,10,2008,New,367294,0,0,1,3.0,4456.0,0,0,0,0,0,0,1,0,0,8.40200678160712,40104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1583,916403230,80,RL,85.0,10200,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1950,RFn,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,unkwn,unkwn,0,8,2008,WD ,175000,0,0,1,3.0,3570.0,0,0,0,0,0,0,0,0,1,8.180320874773685,21420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2858,909275230,70,RL,60.0,9550,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961,756,0,1717,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1950,Unf,3.0,642.0,TA,TA,Y,0,35,272,0,0,0,unkwn,unkwn,0,2,2006,WD ,140000,0,0,0,2.0,3115.0,0,0,0,0,0,0,0,0,1,8.043984431221553,21805.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,916403040,20,RL,42.0,10331,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,970.0,1265.0,GasA,Gd,Y,SBrkr,1240,0,0,1240,0.0,1.0,2,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,Unf,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,unkwn,unkwn,0,7,2007,WD ,174000,0,0,1,3.0,3033.0,0,0,0,0,0,0,0,0,1,8.017307507688582,21231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1088,528235180,80,RL,59.0,9587,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,unkwn,Attchd,1950,Fin,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,unkwn,unkwn,0,7,2008,WD ,190000,0,0,0,3.0,2422.0,0,0,0,0,0,0,0,0,1,7.792348924113037,16954.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,902105060,70,RM,90.0,9900,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,TA,7,Typ,0,unkwn,unkwn,1950,unkwn,0.0,0.0,unkwn,unkwn,N,0,0,176,0,0,0,unkwn,unkwn,0,3,2009,WD ,129000,0,0,1,2.0,1968.0,0,0,0,0,0,0,0,0,1,7.584773077612199,9840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1896,534425015,20,RL,69.05520046484602,22002,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1950,RFn,2.0,510.0,TA,TA,Y,0,0,0,0,201,0,unkwn,unkwn,0,7,2007,WD ,200000,0,0,1,3.0,3754.0,0,0,0,0,0,0,0,0,1,8.230577217146454,22524.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
628,535126010,60,RL,100.0,13000,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1950,Fin,1.0,509.0,TA,TA,Y,0,72,0,0,252,0,unkwn,unkwn,0,6,2009,WD ,193500,0,0,1,3.0,3547.0,0,0,0,0,0,0,0,0,1,8.173857454773621,21282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1212,534403050,20,RL,75.0,8250,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787.0,Unf,0.0,305.0,1092.0,GasA,Ex,Y,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,504.0,TA,Gd,Y,0,0,0,0,0,0,MnPrv,unkwn,0,7,2008,WD ,145000,0,0,1,2.0,2688.0,0,0,0,0,0,0,0,0,1,7.89655270164304,16128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2864,909280070,50,RL,81.0,8170,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,526.0,Unf,0.0,496.0,1022.0,GasA,Ex,Y,FuseA,1122,549,0,1671,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1950,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,2,2006,WD ,218000,0,0,0,2.0,3144.0,0,0,0,0,0,0,0,0,1,8.053251153549096,22008.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,905451050,20,RL,80.0,12048,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,TA,TA,Slab,unkwn,unkwn,unkwn,unkwn,0.0,unkwn,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,1,0,3,1,TA,7,Typ,1,Ex,Attchd,1950,RFn,2.0,569.0,TA,TA,Y,0,189,36,0,348,0,unkwn,unkwn,0,4,2006,WD ,135000,0,0,1,1.0,2057.0,0,0,0,0,0,0,0,0,1,7.6290038896529575,10285.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,534475160,20,RL,89.0,10858,Pave,Lvl,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1404.0,1444.0,GasA,Ex,Y,SBrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,TA,6,Min1,1,Gd,Attchd,1950,RFn,1.0,240.0,TA,TA,Y,0,40,324,0,0,0,MnPrv,unkwn,0,7,2006,WD ,146500,0,0,1,2.0,3308.0,0,0,0,0,0,0,0,0,1,8.104099056143582,16540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1716,528174010,120,RL,61.0,7577,Pave,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1950,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,unkwn,unkwn,0,6,2007,WD ,194700,0,0,0,2.0,3184.0,0,0,0,0,0,0,0,0,1,8.065893546964274,19104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1130,528488140,20,FV,62.0,7500,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,1.0,0.0,2,0,2,1,Gd,6,Typ,0,unkwn,Attchd,1950,Fin,2.0,462.0,TA,TA,Y,168,168,0,0,0,0,unkwn,unkwn,0,4,2008,New,230348,0,0,1,3.0,2898.0,0,0,0,0,0,0,1,0,0,7.971776122880628,20286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,903234050,30,RM,51.0,6120,Pave,Lvl,Inside,Gtl,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0.0,164.0,1124.0,GasA,TA,Y,SBrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1950,Unf,1.0,288.0,TA,TA,Y,0,0,128,0,0,0,unkwn,unkwn,0,3,2010,WD ,109500,0,0,1,2.0,2480.0,0,0,0,0,0,0,0,0,1,7.8160138391590275,14880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2886,913350030,20,RL,69.0,23580,Pave,Lvl,Inside,Mod,Norm,Norm,1Fam,1Story,6,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,776.0,Unf,0.0,849.0,1625.0,GasA,TA,Y,SBrkr,1625,0,0,1625,0.0,1.0,2,0,3,1,Fa,6,Typ,1,TA,Attchd,1950,Fin,2.0,576.0,TA,TA,Y,136,28,0,0,0,0,unkwn,unkwn,0,9,2006,WD ,242500,0,0,0,3.0,3826.0,0,0,0,0,0,0,0,0,1,8.249575150000199,22956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,527190050,160,RL,44.0,5306,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495.0,Rec,215.0,354.0,1064.0,GasA,Gd,Y,SBrkr,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1950,RFn,2.0,504.0,Gd,TA,Y,441,35,0,0,0,0,unkwn,unkwn,0,6,2006,WD ,239000,0,0,0,3.0,3335.0,0,0,0,0,0,0,0,0,1,8.112227958349724,23345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2583,535301150,20,RL,70.0,8092,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,6,2006,WD ,156000,0,0,1,2.0,2386.0,0,0,0,0,0,0,0,0,1,7.777373602657861,14316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1206,534277060,20,RL,77.0,8593,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,unkwn,Detchd,1950,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,7,2008,WD ,109008,0,0,0,1.0,2166.0,0,0,0,0,0,0,0,0,1,7.680637427560936,8664.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2242,910206010,50,RM,64.0,11067,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,2,4,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,unkwn,unkwn,unkwn,unkwn,0.0,unkwn,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,640,0,205,845,0.0,0.0,1,0,1,1,TA,4,Maj2,0,unkwn,Detchd,1950,Unf,1.0,256.0,TA,Fa,N,48,0,0,0,0,0,unkwn,unkwn,0,3,2007,WD ,68104,0,0,1,1.0,896.0,0,0,0,0,0,0,0,0,1,6.79794041297493,1792.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,528363020,60,RL,69.05520046484602,11929,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1242.0,1242.0,GasA,Ex,Y,SBrkr,1251,1250,0,2501,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1950,RFn,3.0,751.0,TA,TA,Y,192,87,0,0,0,0,unkwn,unkwn,0,6,2008,WD ,290000,0,0,0,3.0,4494.0,0,0,0,0,0,0,0,0,1,8.410498452745275,35952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,534401110,20,RL,90.0,9900,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1059.0,Unf,0.0,150.0,1209.0,GasA,Gd,Y,SBrkr,1209,0,0,1209,1.0,0.0,1,0,3,1,TA,6,Typ,0,unkwn,Attchd,1950,RFn,2.0,504.0,TA,TA,Y,0,0,120,0,0,0,unkwn,unkwn,0,4,2010,ConLD,159000,0,0,1,2.0,2922.0,0,0,0,1,0,0,0,0,0,7.980023592310645,14610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1223,534453140,70,RL,50.0,4882,Pave,Bnk,Inside,Mod,RRAn,Feedr,1Fam,2Story,4,7,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,120.0,Unf,0.0,228.0,348.0,GasA,TA,Y,SBrkr,453,453,0,906,0.0,0.0,1,0,2,1,TA,5,Typ,0,unkwn,Basment,1950,Unf,1.0,231.0,Fa,TA,Y,0,0,0,0,0,0,unkwn,unkwn,0,9,2008,WD ,87000,0,0,0,1.0,1485.0,0,0,0,0,0,0,0,0,1,7.3031700512368,5940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,907252120,20,RL,69.05520046484602,11423,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601,0,0,1601,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1950,RFn,2.0,670.0,TA,TA,Y,180,0,0,0,0,0,MnPrv,Shed,2000,5,2010,WD ,272000,0,0,1,3.0,3852.0,0,0,0,0,0,0,0,0,1,8.256347772918016,30816.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,907414040,20,RL,65.0,8772,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,996.0,Unf,0.0,340.0,1336.0,GasA,Ex,Y,SBrkr,1336,0,0,1336,1.0,0.0,2,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,Unf,2.0,502.0,TA,TA,Y,136,43,0,0,0,0,unkwn,unkwn,0,9,2006,New,198000,0,0,1,3.0,3174.0,0,0,0,0,0,0,1,0,0,8.062747901086354,22218.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,902109120,50,RM,63.0,7628,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,801.0,801.0,GasA,Gd,Y,FuseA,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,Mod,0,unkwn,Detchd,1950,Unf,2.0,440.0,TA,TA,Y,187,0,0,0,0,0,unkwn,unkwn,0,5,2008,WD ,119164,0,0,1,2.0,2897.0,0,0,0,0,0,0,0,0,1,7.9714309977693505,11588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2745,905477010,20,RL,77.0,8335,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,unkwn,unkwn,unkwn,unkwn,0.0,unkwn,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0.0,0.0,1,0,3,1,TA,5,Min2,1,Gd,unkwn,1950,unkwn,0.0,0.0,unkwn,unkwn,N,0,36,190,0,0,0,unkwn,unkwn,0,4,2006,WD ,93000,0,0,1,1.0,1124.0,0,0,0,0,0,0,0,0,1,7.024649030453636,5620.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,528280180,60,RL,71.0,8220,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,Gd,TA,PConc,Gd,TA,Av,GLQ,544.0,Unf,0.0,438.0,982.0,GasA,Ex,Y,SBrkr,1008,884,0,1892,0.0,0.0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1950,RFn,2.0,431.0,TA,TA,Y,108,0,0,0,0,0,unkwn,unkwn,0,7,2008,WD ,226750,0,0,0,3.0,3305.0,0,0,0,0,0,0,0,0,1,8.103191752285786,23135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,535353140,190,RL,107.0,10615,Pave,Bnk,Corner,Mod,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,978.0,GasA,TA,Y,SBrkr,1014,685,0,1699,1.0,0.0,2,0,3,2,TA,7,Typ,0,unkwn,CarPort,1950,Unf,2.0,420.0,Fa,Fa,Y,0,74,0,0,0,0,unkwn,unkwn,0,8,2009,WD ,95000,0,0,0,3.0,3097.0,0,0,0,0,0,0,0,0,1,8.038189179973203,9291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198,903228150,50,RM,50.0,6000,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,480.0,780.0,GasA,TA,Y,SBrkr,780,636,0,1416,0.0,0.0,1,1,3,1,TA,6,Typ,0,unkwn,Detchd,1950,Unf,1.0,312.0,TA,TA,P,221,0,48,0,0,0,unkwn,unkwn,0,3,2010,WD ,139900,0,0,1,2.0,2508.0,0,0,0,0,0,0,0,0,1,7.827240901752812,15048.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,534451150,30,RL,55.0,5350,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,0.0,0.0,1,0,3,1,Fa,6,Mod,0,unkwn,unkwn,1950,unkwn,0.0,0.0,unkwn,unkwn,Y,263,0,0,0,0,0,GdWo,Shed,450,5,2010,WD ,76500,0,0,0,1.0,2034.0,0,0,0,0,0,0,0,0,1,7.617759576608505,6102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,535380110,30,RL,60.0,5400,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,unkwn,Detchd,1950,Unf,1.0,308.0,TA,TA,N,88,108,0,0,0,0,unkwn,unkwn,0,7,2008,WD ,86900,0,0,1,1.0,1652.0,0,0,0,0,0,0,0,0,1,7.409741954080923,6608.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1599,923227030,20,RL,69.05520046484602,17979,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,785.0,Unf,0.0,328.0,1113.0,GasA,Ex,Y,SBrkr,1160,0,0,1160,1.0,0.0,1,0,3,1,Gd,6,Typ,0,unkwn,Attchd,1950,Unf,1.0,257.0,TA,TA,Y,81,0,0,0,0,0,GdWo,Shed,500,2,2008,WD ,152500,0,0,0,2.0,2530.0,0,0,0,0,0,0,0,0,1,7.835974581721566,12650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
