,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,mo_sold,yr_sold,sale_type,saleprice
358,905451410,20,RL,70.0,10519,Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1057.0,1057.0,GasA,Gd,Y,SBrkr,1057,0,0,1057,0.0,1.0,1,0,3,Gd,6,Typ,0,,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,3,2006,WD ,137000
359,528363110,20,RL,91.0,10437,Pave,Lvl,Inside,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,0,2113,1.0,0.0,2,1,2,Gd,7,Typ,1,TA,Attchd,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,0,0,8,2008,WD ,350000
360,527452290,20,RL,65.0,7514,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,373.0,Rec,108.0,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,0,1387,1.0,0.0,1,0,3,TA,6,Typ,1,TA,Attchd,RFn,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,9,2006,WD ,145000
361,528118040,60,RL,118.0,13654,Pave,Lvl,CulDSac,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,2758,0.0,0.0,2,1,4,Ex,9,Typ,1,Ex,BuiltIn,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,5,2007,WD ,418000
362,902207110,30,RM,48.0,5747,Pave,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,Fa,5,Typ,0,,Detchd,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,6,2006,WD ,64000
363,909129100,50,RH,55.0,4500,Pave,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,TA,6,Typ,0,,Detchd,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,7,2009,WD ,159434
364,528427100,20,RL,91.0,11830,Pave,Lvl,Inside,Somerst,Feedr,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,Unf,0.0,322.0,1542.0,GasA,Ex,Y,SBrkr,1542,0,0,1542,1.0,0.0,2,0,3,Gd,6,Typ,1,Gd,Attchd,Unf,3.0,852.0,TA,TA,Y,168,110,0,0,0,0,7,2007,New,260261
365,535454070,50,RL,71.0,8520,Pave,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,1385,0.0,0.0,2,0,4,TA,6,Typ,0,,Detchd,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,6,2010,WD ,166000
366,535478040,85,RL,66.0,6760,Pave,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,734.0,Unf,0.0,162.0,896.0,GasA,TA,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,3,TA,6,Typ,1,Po,Attchd,RFn,1.0,288.0,TA,TA,Y,24,90,160,0,0,0,10,2007,WD ,130000
367,909256020,50,RL,51.0,6191,Pave,Lvl,Corner,SWISU,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,384.0,Unf,0.0,440.0,824.0,GasA,TA,N,SBrkr,824,464,0,1288,0.0,0.0,1,0,4,TA,6,Typ,0,,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,11,2006,WD ,112000
368,534400030,20,RL,80.0,8700,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,0.0,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,TA,6,Typ,0,,Attchd,RFn,2.0,525.0,TA,TA,Y,192,20,123,0,0,0,12,2008,WD ,155000
369,916386090,60,RL,92.0,12003,Pave,Lvl,Corner,Timber,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,Ex,8,Typ,1,Gd,BuiltIn,Fin,3.0,680.0,TA,TA,Y,0,75,0,0,0,0,5,2010,New,269500
370,535103070,80,RL,,12700,Pave,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,0,3,TA,6,Typ,2,Gd,Attchd,RFn,2.0,441.0,TA,TA,Y,0,69,0,0,0,0,11,2006,WD ,172000
371,909425270,70,RL,75.0,13125,Pave,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,Unf,0.0,390.0,800.0,GasA,TA,Y,SBrkr,960,780,0,1740,0.0,0.0,1,1,3,TA,6,Typ,2,Gd,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,7,2007,CWD,219500
372,532376250,20,RL,,8638,Pave,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,0.0,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,0,925,1.0,0.0,1,0,2,TA,5,Typ,0,,Detchd,Unf,2.0,484.0,TA,TA,Y,203,74,0,0,0,0,10,2006,WD ,133500
373,528280150,80,RL,76.0,9967,Pave,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,TA,8,Typ,1,TA,BuiltIn,RFn,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,12,2007,WD ,170000
374,902305110,70,RM,60.0,9600,Pave,Lvl,Corner,OldTown,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,930.0,930.0,GasW,TA,N,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,Gd,7,Typ,0,,Detchd,Unf,1.0,288.0,TA,TA,Y,54,228,246,0,0,0,4,2010,WD ,150000
375,535302140,20,RL,,12774,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,TA,N,SBrkr,950,0,0,950,0.0,0.0,1,0,2,TA,5,Typ,0,,Detchd,Unf,2.0,400.0,TA,TA,Y,0,32,0,0,0,0,7,2008,WD ,130000
376,535152070,80,RL,70.0,8163,Pave,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,TA,6,Typ,1,TA,Attchd,RFn,1.0,796.0,TA,TA,Y,86,0,0,0,0,0,3,2006,WD ,143000
377,534403260,20,RL,90.0,9900,Pave,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,TA,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,0,3,TA,5,Typ,0,,Attchd,RFn,2.0,451.0,TA,TA,Y,0,0,0,0,164,0,5,2008,COD,140000
378,526355170,20,RL,95.0,13651,Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,Ex,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,TA,8,Typ,2,Gd,Attchd,Fin,2.0,516.0,TA,TA,Y,300,0,0,0,0,0,2,2007,WD ,244000
379,903458020,75,RM,60.0,7200,Pave,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,Fa,6,Typ,0,,Detchd,Unf,1.0,288.0,TA,TA,N,0,0,144,0,0,0,3,2007,WD ,101000
380,902406030,20,RM,65.0,9750,Pave,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,TA,5,Typ,0,,Detchd,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,7,2006,WD ,125000
381,527162180,60,RL,73.0,11184,Pave,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,932,701,0,1633,0.0,0.0,2,1,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,460.0,TA,TA,Y,0,39,0,0,0,0,4,2008,WD ,183000
382,903430060,75,RM,92.0,5520,Pave,Lvl,Corner,OldTown,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,755.0,755.0,GasA,Ex,Y,SBrkr,929,929,371,2229,0.0,0.0,1,0,5,TA,8,Typ,0,,,,0.0,0.0,,,Y,0,198,30,0,0,0,7,2009,WD ,104000
383,535455060,45,RL,64.0,6390,Pave,Lvl,Corner,NAmes,Feedr,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,984,1.0,0.0,1,0,2,TA,4,Typ,0,,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,6,2008,WD ,112500
384,527355280,20,RL,79.0,10240,Pave,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625.0,LwQ,1061.0,0.0,1686.0,GasA,TA,Y,SBrkr,1686,0,0,1686,1.0,0.0,2,0,3,TA,7,Typ,1,TA,Attchd,Unf,2.0,612.0,TA,TA,Y,384,131,0,0,0,0,5,2006,WD ,207500
385,906394040,20,RL,78.0,9316,Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,0,3,2006,WD ,225000
386,907227090,20,RL,60.0,7200,Pave,Low,Inside,CollgCr,Norm,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,TA,5,Typ,0,,Detchd,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,0,3,2006,WD ,119900
387,528112010,20,RL,108.0,12228,Pave,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,Ex,Y,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,Gd,8,Typ,0,,Attchd,RFn,3.0,874.0,TA,TA,Y,0,43,0,0,0,0,9,2006,New,293000
388,905107240,20,RL,78.0,10335,Pave,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,Gd,Y,SBrkr,1721,0,0,1721,0.0,0.0,2,1,3,TA,7,Min1,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,0,96,180,0,0,0,7,2006,WD ,180000
389,914478045,80,RL,,12328,Pave,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,TA,Y,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,TA,6,Typ,0,,Attchd,Unf,3.0,888.0,TA,TA,Y,0,0,0,0,0,0,5,2010,WD ,169900
390,532351140,90,RM,68.0,8930,Pave,Lvl,Inside,Sawyer,RRAe,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,TA,8,Typ,0,,Attchd,Unf,2.0,539.0,TA,TA,Y,0,0,0,0,0,0,4,2010,WD ,112000
391,531453010,20,RL,81.0,9672,Pave,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,TA,6,Typ,0,,Attchd,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,5,2010,WD ,152000
392,528118110,60,RL,120.0,13975,Pave,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,Ex,Y,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,670.0,TA,TA,Y,148,95,0,0,0,0,8,2006,New,300000
393,908152080,80,RL,94.0,7819,Pave,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,TA,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,TA,6,Typ,1,TA,Detchd,Unf,2.0,672.0,TA,TA,Y,144,0,0,0,0,0,3,2010,WD ,107000
394,902402250,190,RM,60.0,11340,Pave,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,777.0,777.0,GasA,Gd,Y,SBrkr,1246,1044,0,2290,0.0,0.0,2,0,4,TA,11,Typ,0,,Detchd,Unf,2.0,560.0,TA,TA,N,0,0,114,0,0,0,4,2010,WD ,122500
395,527451450,160,RM,21.0,1680,Pave,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,TA,Y,SBrkr,483,465,0,948,0.0,0.0,1,1,2,TA,5,Typ,0,,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,7,2006,WD ,89000
396,904350045,50,RL,65.0,6001,Pave,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,0,919,0.0,0.0,1,0,3,TA,5,Typ,0,,Detchd,Unf,1.0,231.0,TA,TA,Y,0,0,45,0,0,0,3,2010,WD ,95000
397,534125120,20,RL,78.0,11700,Pave,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,TA,7,Typ,0,,Attchd,RFn,2.0,412.0,TA,TA,Y,0,126,0,0,0,0,9,2007,CWD,143450
398,528108120,60,RL,102.0,12858,Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,Ex,Y,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,751.0,TA,TA,Y,144,133,0,0,0,0,1,2010,New,376162
399,535175070,20,RL,73.0,9300,Pave,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,TA,CBlock,TA,TA,No,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,TA,Y,SBrkr,1264,0,0,1264,1.0,0.0,1,0,3,TA,6,Typ,2,Gd,Attchd,Unf,2.0,461.0,TA,TA,Y,0,0,0,0,143,0,4,2010,WD ,167500
400,906226080,90,RL,64.0,7018,Pave,Bnk,Inside,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,Y,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,TA,6,Typ,2,TA,Detchd,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,6,2009,WD ,153337
401,904351200,70,RH,54.0,6629,Pave,Lvl,Inside,Edwards,Artery,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,0,1369,1.0,0.0,2,0,3,TA,6,Typ,0,,Detchd,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,7,2009,WD ,103600
402,907200340,20,RL,75.0,10650,Pave,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,TA,5,Typ,0,,Attchd,Unf,1.0,308.0,TA,TA,Y,365,0,0,0,0,0,2,2010,WD ,128200
403,533221090,160,FV,,2117,Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,Gd,5,Typ,0,,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,6,2010,WD ,177500
404,528176070,60,RL,105.0,13650,Pave,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,0,2250,1.0,0.0,2,1,3,Gd,7,Typ,1,Ex,Attchd,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,0,6,2010,WD ,320000
405,528290180,60,RL,42.0,8433,Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,TA,7,Typ,1,TA,Attchd,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,0,6,2009,WD ,190000
406,527451200,160,RM,21.0,1680,Pave,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,TA,7,Typ,0,,,,0.0,0.0,,,N,201,0,0,0,0,0,4,2006,WD ,91500
407,902202150,190,RM,50.0,6000,Pave,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,Gd,7,Typ,0,,BuiltIn,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,11,2009,WD ,93000
408,911102170,70,C (all),50.0,8500,Pave,Lvl,Inside,IDOTRR,Feedr,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,1317,0.0,0.0,1,0,3,TA,6,Typ,0,,Detchd,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,7,2008,WD ,40000
409,903454010,70,RM,60.0,6882,Pave,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,TA,Y,SBrkr,773,582,0,1355,0.0,0.0,1,1,3,Gd,7,Typ,0,,,,0.0,0.0,,,Y,136,0,115,0,0,0,3,2007,WD ,127000
410,911204100,30,C (all),66.0,8712,Grvl,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Gd,Y,SBrkr,952,0,0,952,0.0,0.0,1,0,3,TA,5,Typ,0,,Detchd,RFn,1.0,330.0,TA,TA,N,0,0,265,0,0,0,6,2010,WD ,50138
411,908152070,20,RL,,7917,Pave,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,751.0,Unf,0.0,392.0,1143.0,GasA,TA,Y,SBrkr,1113,0,0,1113,1.0,0.0,1,1,3,TA,6,Typ,1,Fa,Attchd,RFn,1.0,504.0,TA,Gd,Y,370,30,0,0,0,0,5,2007,WD ,148000
412,910203020,30,RM,71.0,6900,Pave,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,Y,SBrkr,778,0,0,778,0.0,0.0,1,0,2,TA,4,Typ,1,Gd,Detchd,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,2,2008,WD ,120500
413,909178160,50,RL,60.0,9900,Pave,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944,545,0,1489,0.0,0.0,2,0,3,TA,7,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,7,2009,WD ,139500
414,908154040,20,RL,86.0,13286,Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,2,2009,WD ,320000
